name,condition,description,most important words,synonyms
Precision/Accuracy Bias,Desires,"Precision/Accuracy Bias refers to a tendency to believe that numbers that are stated more precisely (e.g., 75.1259) are more accurate than numbers that are not (e.g., 75), despite the fact that higher levels of precision are only necessary, but not sufficient, for higher levels of accuracy. This phenomenon is something that should be taken into account when presenting information to people regarding a behavior change, the steps involved, or its consequences. In some situations, such as in meta-analyses of several large, well-designed studies, there might be enough information available to support the use of precise estimates (usually as part of confidence intervals, though, rather than point estimates), in which case it would be justified and advisable to do so. In cases where precise estimates are not possible (i.e. in most cases), it would could be potentially misleading to present numbers in a way that implies a number can be estimated with a higher degree of precision than is actually possible. In other cases, when the people receiving the information are sufficiently statistically literate, then instead of being convinced of a highly precise estimate, they may notice the use of excessively precise-seeming numbers, may decide that the information source is not credible, and may be less likely to follow any behavioral change advice imparted.",1259 tendency precision bias refers precisely accuracy levels sufficient accurate,"['accuracy', 'dpi', 'durability', 'number', 'precision', 'reliability', 'servo', 'spacing', 'throughput', 'torque', 'velocity']"
Primacy Effect,Remembers,"The Primacy Effect refers to a tendency to weigh or remember initial events or information more strongly than subsequent events or information. This may be important for people who are planning interventions designed to raise awareness of a particular desired behavior. Other things being equal, it may be helpful to prioritize presenting the most important information first, whenever the behavior change in question is being promoted. When planning and distributing informational materials to promote behavior change, the information that is most critical to the goal (e.g., encouraging people to desire or to adopt the behavior change) may be better to present at the start. This might mean that people are more likely to desire, remember, and choose to engage in and continue the behavior, when they encounter opportunities to do so. If the information presented also assists people in planning how exactly to start the behavior, then it could also help with the intention stage. (The recency effect could be another effect to consider at the same time as considering the primacy effect - in addition to presenting key information at the start, the recency effect suggests that it is important to present it at the end as well.) ",primacy weigh tendency subsequent refers strongly initial events effect remember,"['consciousness', 'credibility', 'first', 'infallibility', 'information', 'initial', 'later', 'legitimacy', 'primacy', 'relevance', 'remember', 'sovereignty', 'subjective', 'subsequent', 'superiority', 'weight']"
Projection Bias,Desires,"Projection Bias refers to a phenomenon whereby a person subconsciously denies his or her own attributes, thoughts, and emotions, but ascribes these to people or events in the outside world. If this mechanism appears to be having a detrimental impact on someone's beliefs about a behavior change (or about what is required to enact or maintain it), then it might be worth encouraging the person to re-evaluate their beliefs about the behavior or situation. For example, a person might not want to attend an Alcoholics Anonymous meet-up because they feel that other attendees will judge them; on reflection, though, they might realise that their predictions about how others will perceive them has been influenced by the fact that they judge themselves harshly. By addressing their internal self-talk more directly, such as by seeking professional counselling, this might enable them to address any underlying faulty thought processes, which may also help them to update their beliefs about how others perceive them. ",ascribes projection denies emotions whereby attributes bias phenomenon refers thoughts,"['ascribe', 'attribute', 'emotion', 'emotions', 'impulses', 'intentionality', 'intuition', 'neural', 'other', 'projection', 'self', 'subconscious', 'subjective', 'subliminal', 'thought']"
Prosecutor's Fallacy,Maintains,"Prosecutor's Fallacy refers to the use of fallacious statistical reasoning, usually in a legal contex, in which the specific way in which someone has been accused of something is falsely assumed to be irrelevant to judging how heavily to weigh evidence against them. Although this fallacy can refer to a legal phenomenon, the same fallacy could also affect statistical reasoning in other areas. In cases where it encourages a positive behavior or discourages a negative one, this fallacy may not need to be rectified. In other cases, it may help to encourage the person to draw a diagram or to sit down and calculate the actual probabilities of the outcomes that they are trying to estimate. For example, someone might hypothesize that they will fail at the behavior they are trying to start; if they then notice some evidence that they might indeed be struggling with the behavior, they might interpret that evidence as a demonstration that they will be one of the people who permanently fail in this particular behavior change goal, without realizing that the same evidence would also be present for people who go on to succeed at the behavior. ",prosecutor's contex falsely weigh fallacious statistical accused judging heavily refers,"['accuse', 'accused', 'attorney', 'autopsy', 'convicted', 'evidence', 'indictment', 'law', 'lawyer', 'legal', 'prosecute', 'prosecuted', 'prosecution', 'prosecutor', 'statistics']"
Pseudocertainty Effect,Desires,"The Pseudocertainty Effect refers to a tendency to perceive an outcome as certain despite uncertainty, in multi-stage decision-making. If this effect is increasing the degree to which people engage in positive behaviors, or decreasing their probability of engaging in negative ones, then it may not need to be rectified. In some cases, though, this effect could impede someone's ability to form realistic plans about how to start and maintain the behavior, or may cause them to overestimate future positive outcomes due to discarding/overlooking the uncertainty of reaching relevant milestones on the way to their behavior change goals. This effect may also be important for implementation scientists to take into consideration when planning how to best promote understanding of the behavior, its consequences, or the steps involved in enacting in it (both in the short- and longer-term).",decision-making uncertainty perceive tendency outcome refers despite effect certain an,"['cautious', 'certain', 'decision', 'decisions', 'depends', 'doubtful', 'optimistic', 'uncertain', 'uncertainty', 'unclear', 'unpredictable']"
Reactance,Desires,"Reactance refers to an emotional reaction in direct contradiction to imposed rules that are perceived threaten one's behavioral freedoms. Reactance can cause a person to adopt or strengthen a view or attitude that is contrary to what was intended, and can also increases resistance to persuasion. Ask a trusted member of a community to communicate the request for compliance with rules to members. Make sure that the communication is framed in the most positive way possible.",persuasion behavioral strengthen threaten imposed freedoms adopt perceived emotional refers,"['behave', 'condemns', 'contradiction', 'disobey', 'freedom', 'freedoms', 'liberties', 'obey', 'react', 'resist', 'rules', 'tolerate']"
Recency Effect,Remembers,"The Recency Effect refers to a tendency to weigh recent events more heavily than earlier events. This may be important for people who are planning interventions designed to raise awareness of a particular desired behavior. Other things being equal, the recency effect implies that it may be helpful to present key information last, whenever the behavior change in question is being promoted. When planning and distributing informational materials to promote behavior change, the information that is most critical to the goal (e.g., encouraging people to desire or to adopt the behavior change) could be presented last. This might mean that people are more likely to desire, remember, and choose to engage in and continue the behavior, when they encounter opportunities to do so. If the information presented also assists people in planning how exactly to start the behavior, then it could also help with the intention stage. (The primacy effect could be another effect to consider at the same time as considering the recency effect - in addition to presenting key information at the end, the primacy effect suggests that it is important to present some key information at the start of informational materials as well.) ",weigh tendency heavily refers earlier events recent effect than more,"['await', 'differ', 'earlier', 'events', 'outweigh', 'recent', 'vary', 'weigh', 'weighed', 'weighs', 'weight', 'weights']"
Red Herring fallacy,Desires,"Red Herring Fallacy refers to the introduction of irrelevant material or information to an argument, usually with intent to distract from the main argument, and to lead towards a different conclusion. (Similar strategies may be useful in response to this fallacy as in response to the Irrelevant Conclusion fallacy.) This fallacy would be important to avoid if someone is attempting to support someone throughout any of the processes of behavior change (from deciding whether they want to engage in a behavior, to planning how they will engage in it, and/or through to deciding if they will do it and stick to it). If someone employs this fallacy when trying to support someone to plan, engage in and continue a behavior, then when challenges arise, they may fail to address the person's actual concerns, which may reduce the effectiveness of the support they are offering. This could also be directly demotivating, if it makes the person attempting to engage in the behavior feel that their needs are not being heard or supported. If someone employs this fallacy when addressing someone's questions regarding the impacts of the behavior in question, this could be similarly demotivating, or could even lead the person to not believe that the behavior will have the purported effects, because they feel as if their questions have not been adequately answered.",distract herring refers fallacy intent introduction irrelevant conclusion towards material,"['annoy', 'argument', 'confuse', 'discredit', 'distract', 'information', 'irrelevant', 'mislead', 'moot', 'obfuscate', 'relevant', 'subjective', 'unimportant']"
Restraint Bias,Intends,Restraint Bias refers to a tendency to overestimate one's ability to show restraint in the face of temptation. Ask people to remember times when they were tempted in the past and how they responded. Then help them to craft backup plans for future temptations that don't rely on their powers of restraint.,overestimate temptation restraint tendency bias refers one's ability face show,"['ability', 'caution', 'estimate', 'estimates', 'inclination', 'instinct', 'patience', 'restraint', 'temptation', 'tendency', 'willingness']"
Retrospective Determinism Fallacy,Maintains,"Retrospective Determinism Fallacy refers to the fallacious assumption that something was always bound to happen, simply because it has now happened. In cases where this bias is encouraging a positive behavior, or if it is discouraging a negative behavior, this may not need to be rectified. In cases where this bias is counterproductive, a benevolent helper could point out when it is occurring, or could attempt to reduce the chance that it happens in the future by encouraging people to keep a diary documenting their predictions of different outcomes over time (so that they can return to previous entries to remind themselves that other outcomes were actually possible). This may be particularly important to ensure the Maintains condition continues to be met (otherwise the person may be at risk of becoming demotivated, if they believe that they were doomed to have a particular setback all along, or if they blame themselves for not predicting that). ",determinism retrospective fallacious refers fallacy bound assumption happened happen simply,"['determinism', 'deterministic', 'dogma', 'entropy', 'event', 'fascism', 'inevitable', 'ontological', 'predestination', 'randomness', 'rationalism', 'relativism', 'retrospection', 'theism']"
Rosy Retrospection in Memory,Maintains,"Rosy Retrospection refers to a tendency for people to perceive past events more positively than they had perceived them at the time they originally experienced them. This appears to be more pronounced with moderately pleasant events (where minor annoyances and downsides appear to fade from memory more dramatically than positive aspects of events). (Similar to fading affect bias in memory. Note: merge/replace one with the other?) In cases where this bias is encouraging a positive behavior or if it is discouraging a negative behavior, this may not need to be rectified. In cases where this fallacy is counterproductive, a benevolent helper could point out when it is occurring, or could attempt to reduce the chance that it happens in the future by encouraging people to keep a diary documenting their experiences over time (so that they can return to previous entries to remind themselves of the reality of their past experiences). This may be particularly important to ensure the Maintains condition continues to be met (otherwise the person may be at risk of becoming demotivated, if they believe that things were better before they changed their behavior in this way).",annoyances rosy fade moderately positively pronounced perceive pleasant dramatically perceived,"['emotion', 'excitement', 'guilt', 'halcyon', 'humor', 'memories', 'nationalism', 'nostalgia', 'past', 'patriotism', 'positive', 'retrospection', 'skepticism']"
Selective Perception,Considers,Selective Perception refers to perception that is biased towards remaining congruent with one's existing beliefs. Help people to develop positive expectations about adopting the new behavior so that they're more likely to actually notice their experience of the positive outcomes.,congruent selective perception biased refers remaining one's beliefs towards existing,"['assumptions', 'beliefs', 'biases', 'congruent', 'ideology', 'misrepresent', 'perception', 'perceptions', 'selective', 'subjective']"
Self-Serving Bias,Has,"Self-Serving Bias refers to a cognitive bias whereby people tend to attribute their successes to internal or personal factors, but attribute their failures to situational factors beyond their control. In cases where this bias is encouraging a positive behavior or discouraging a negative one, this may not need to be rectified. In cases where this illusion is counterproductive, a benevolent helper could point out the other factors that can contribute to specific outcomes (beyond the factors within the person's control). This bias might cause people to think that a given behavior change is more under their control than it is in reality, which could cause them to desire the behavior change more (meeting the ""Desires"" condition) or to believe that specific actions they take will lead to specific positive outcomes (meeting the ""Believes"" condition), as well as feeling more accomplished than they otherwise would in situations where they succeed at starting or continuing the behavior (which could be motivating). On the other hand, this bias could also cause people to feel that a failure to engage in or to continue a behavior was less related to their own actions (or inactions) than it was in reality. This may lead them to overlook some of the ways in which their behavior could be optimized in the future, which might decrease their probability of successful behavior change over the longer-term. On the other hand, it may enable them to pay particular attention to ways in which the ""Has"" condition may not have been met, in cases where they have come up against a behavioral setback. (There are some similarities between this bias and the Illusion of Control. Self-serving bias, however, differs in how people respond to failure, so it presents different obstacles to behavioral change compared to the Illusion of Control.) ",successes self-serving situational cognitive failures whereby attribute bias refers factors,"['ascribe', 'attribute', 'attributed', 'attributes', 'character', 'failure', 'misunderstand', 'personality', 'situation', 'subjective', 'success', 'trait', 'underestimate']"
Semmelweis Reflex,Considers,The Semmelweis Reflex refers to a tendency to reject new evidence that contradicts established beliefs or paradigms. Show people how the new behavior is better aligned with their values and goals than the old behavior.,reflex paradigms contradicts tendency refers reject established beliefs evidence new,"['belief', 'contradict', 'contradicted', 'contradicts', 'disproved', 'dogma', 'established', 'evidence', 'hypothesis', 'new', 'paradigm', 'refute', 'reject', 'rejects']"
Slippery Slope Argument,Maintains ,"Slippery Slope Arguments are based on the idea that a (relatively small) first step will lead to a chain of related, more significant (and usually negative) events. This fallacy may encourage people to engage in or to continue positive behaviors (e.g., if they strictly avoid slip-ups because they believe this might lead to a long-term failure of behavioral maintenance), or might encourage people to avoid even one-off instances of negative behaviors (e.g., if they believed that this could lead to a habit of the negative behavior(s)). In such cases, it may not need to be rectified. In cases where this argument is counterproductive, it may help to point out that it is being employed, and to offer alternative ways of thinking about the situation in question. If taken to the extreme, the slippery slope argument may predispose someone to [all-or-nothing thinking](https://en.wikipedia.org/wiki/Cognitive_distortion#All-or-nothing_thinking) and/or with [catastrophizing](https://en.wikipedia.org/wiki/Exaggeration#Cognitive_distortions), in which case it might be beneficial to use similar strategies to address it, such as challenging the flawed belief with more accurate information, or encouraging the person to seek professional help, especially if the reasoning is having a detrimental impact on their life. Over the longer-term, it might also be beneficial to encourage the person to practice thinking more probabilistically, to reduce their tendency to engage in this argument in situations where it is not warranted.",slope slippery chain negative relatively significant step lead arguments related,"['accelerate', 'boulder', 'braking', 'chain', 'crater', 'curve', 'gradient', 'large', 'ridge', 'significant', 'slippery', 'slope', 'small', 'snow', 'steep']"
Social Comparison Bias,Desires,"Social Comparison Bias refers to the tendency observed when some people make hiring decisions, whereby they tend to favor potential candidates who do not compete with their own perceived strengths. Throughout the hiring process, ask the hiring manager to compare candidates' skills with the skill requirements for the job.",strengths hiring whereby perceived tendency candidates compete bias refers decisions,"['advertise', 'candidate', 'compare', 'compete', 'discriminate', 'excel', 'hire', 'hires', 'recruit', 'social', 'strength', 'succeed']"
Spotlight Fallacy,Desires,"The Spotlight Fallacy refers to the fallacious assumption that most members or cases of a certain class or type are similar to those that receive the most attention (for example, via media coverage). (Similar strategies could be useful for the Spotlight Fallacy as for hasty generalizations.) In some cases, the Spotlight Fallacy may encourage someone to desire and plan to engage in a behavior (e.g., focusing on a positive anecdote), which might seem beneficial. However, the same fallacy could also cause people to prematurely stop searching for information about how to complete the behavior (thus affecting the degree to which they meet the ""Knows"" condition), and/or could cause them to prematurely stop searching for ways to make their environment more conducive to their desired behavior(s), because they conclude (just based on information that captures their attention) that it is impossible to improve the environmental conditions (e.g., such that the environment would increase their success in starting and continuing the behavior). The fallacy may also cause someone to assume that they should give up trying or maintaining the behavior for other reasons (e.g., due to short-term setbacks, or due to prominent examples of behavior being portrayed as impossible or infeasible in the media). A longer-term solution to this tendency might be to encourage the person to practice probabilistic thinking, with particular attention being paid to estimating their level of uncertainty in every belief that they form. They could also practice fostering epistemic humility - they could practice realizing that they may be wrong, and practice subjecting their own and others' statements/beliefs to scrutiny using evidence and reasoning. As part of this, people could be encouraged to learn about the different levels of confidence that they can place in different levels of evidence (as part of this process, they could learn that anecdotal evidence is a lower level of evidence than randomized controlled trials, which are a lower level of evidence than systematic reviews and meta-analyses).",spotlight fallacious refers fallacy coverage assumption attention receive members media,"['attention', 'criticism', 'fame', 'focus', 'group', 'headlines', 'member', 'obscurity', 'praise', 'publicity', 'scorn', 'scrutiny', 'similar', 'spotlight']"
Status Quo Bias,Desires,"Status Quo Bias refers to a cognitive bias favouring the maintenance of the current state of affairs (i.e., the status quo), over alternative options (i.e., over departures from the status quo). Set defaults that encourage adoption of the target behavior. Provide strong incentives for adoption of the target behavior. Show how the status quo is too costly or harmful, and show how adoption of the new behavior mitigates cost or harms and provides benefits.",favouring departures quo cognitive affairs bias refers maintenance status alternative,"['change', 'current', 'dec', 'maintain', 'maj', 'pw', 'que', 'qui', 'quo', 'same', 'sql', 'status', 'status quo', 'une']"
Stereotyping,Desires,"Stereotyping refers to the tendency to expect a member of a group to have certain characteristics, without having information about that individual (beyond the knowledge that they belong to that group). [to do - need to come back to this row to see if we should keep the below lines or not. looks like they were (at least in part) copied from wikipedia. Also perhaps too much detail for the ""description"" column?] The term ""stereotype"" derives from the Greek words στερεός (stereos), meaning ""firm, solid"", and τύπος (typos), meaning ""impression,"" hence: ""solid impression"". It was originally a term used in the world of printing to describe a duplicate impression of an original typographical element, used for printing instead of the original. There are many theories about why individuals tend to stereotype. One theory is that stereotyping is the most convenient way to sort information - grouping large numbers of people and experiences together. It could also be the case that one's childhood experiences are primary in the creation of stereotypes, and these stereotypes learned in childhood are self-perpetuating, growing stronger as an individual ages. A third theory focuses on an individual's need to feel good about him or herself. If I am part of Group A, and Group A is ""right"" about everything, then it is best for my self esteem to lump other individuals into separate, inferior groups. It might be that this bias encourages positive behavior change, if the people and/or organizations presenting information about a behavior are perceived as members of a group that they associate with positive stereotypes. This bias may also increase someone's motivation to start and continue a behavior, if they perceive it as being a requirement for belonging to a desired stereotyped group. On the other hand, there are also many cases where this fallacy may be counterproductive (such as when a behavior is seen as being associated with a stereotyped group that is perceived in a negative light), a benevolent helper could point out that this is an undesirable bias that has multiple negative impacts, and could encourage the person to focus on the behavior itself, rather than the people or organization(s) they associate (or don't associate) with it. (There are some similarities between these strategies and those targeting Guilt by Association and Appeal to Spite fallacy, except that those strategies focus on negative stereotypes, rather than the process of stereotyping in general.) In the longer-term, the general strategies that could be applied to hasty generalizations might also be helpful in addressing stereotyping. It could be especially helpful to encourage people to think in more nuanced ways about groups of people in the world. Practicing probabilistic thinking could be an important part of this, including developing an understanding about probability distributions. It may also be advisable to develop an understanding of the negative social impacts of stereotyping. ",typographical stereos stereotyping stereotypes focuses grouping lump esteem derives individual's,"['attitudes', 'biases', 'characteristics', 'creed', 'ethic', 'ethnicity', 'group', 'individual', 'member', 'mentality', 'mindset', 'stereotype', 'trait']"
Straw Man Fallacy,Desires,"Straw Man Fallacy refers to the strategy of responding to a weak version of an opponent's position, that they don't actually believe, rather than responding to the opponent's original position (which may have been more difficult to refute). If this fallacy is encouraging a positive behavior or discouraging a negative one, it may not need to be addressed in the immediate future. In cases where the fallacy is counterproductive, the appropriate response might depend on how strongly the person holds their opposing beliefs. If they hold their beliefs strongly, then similar strategies might be useful as those for wishful thinking and the Appeal to Consequences fallacy. In cases where the backfire risk is deemed to be sufficiently low, it may be worth encouraging the person to practice actively considering the reasons that arguments in opposition to their own could actually turn out to be true. An example of this could be trying to find the best ways of supporting an opposing argument, which can be called ""steel-manning"" the argument ([Mattes, 2020](https://search.informit.com.au/fullText;dn=077923104428244;res=IELENG)). Even if the employment of the Straw Man Fallacy was not actively dissuading someone from positive behavior change in the present moment, it could be argued that it would be worth trying to reduce tendency in the longer-term. Practicing the active consideration (rather than dismissal) of alternative points of view can foster epistemic/intellectual humility (if the person develops a personal preference for actively considering alternative points of view), and this might be useful for addressing many of the other cognitive biases in this list. In addition to increasing the degree to which people engage with alternative points of view, intellectual humility has been associated with rising to challenges, and persisting after setbacks ([Porter et al. 2020](https://www.sciencedirect.com/science/article/abs/pii/S1041608020300686?casa_token=sJNl4ThLbWUAAAAA:E8U8KRkr11qvyWjYzRoIIiR8SaC_J2L9rML1N-a1qBt0CgNVIEPjWli410B7hb0ONUG7HtQ8x-8)), all of which could be useful for behavior change. ",opponent's refute straw strategy refers fallacy responding weak difficult position,"['aggressor', 'argument', 'challenger', 'defensively', 'kimura', 'opponent', 'opponents', 'strong', 'underdog', 'weak', 'weaker', 'weakness']"
Subadditivity,Desires,"Subadditivity refers to the tendency to judge the probability of the whole to be less than the sum of the probabilities of the component parts. In cases where this tendency is encouraging a positive behavior or discouraging a negative one, this may not need to be rectified. In cases where this tendency is counterproductive, a benevolent helper could point out this fallacy and/or could encourage someone to systematically estimate the probabilities of important possible outcomes in ways that are less susceptible to subadditivity. For example, when a person is estimating the probability of positive outcomes from behavior change (e.g., when considering whether or how much they desire a behavior change), or when they are estimating the probability of failure (when deciding how to plan for success, and how to respond to failure when it does occur), then subadditivity may cause them to underestimate the overall probability of the outcome category (compared to if they added up the individual mutually exclusive events that together would form the overall category). So, rather than estimating the probability of the _overall_ categories of outcomes, it would be preferable to first estimate the probabilities of individual outcomes, and _then_ to use those probability estimates to derive estimates of the probabilities of overall categories. It might be that this bias encourages positive behavior change, if the people and/or organizations presenting information about a behavior are perceived as members of a group that they associate with positive stereotypes. This bias may also increase someone's motivation to start and continue a behavior, if they perceive it as being a requirement for belonging to a desired stereotyped group. On the other hand, there are also many cases where this fallacy may be counterproductive (such as when a behavior is seen as being associated with a stereotyped group that is perceived in a negative light), a benevolent helper could point out that this is an undesirable bias that has multiple negative impacts, and could encourage the person to focus on the behavior itself, rather than the people or organization(s) they associate (or don't associate) with it. (There are some similarities between these strategies and those targeting Guilt by Association and Appeal to Spite fallacy, except that those strategies focus on negative stereotypes, rather than the process of stereotyping in general.) In the longer-term, the general strategies that could be applied to hasty generalizations might also be helpful in addressing stereotyping. It could be especially helpful to encourage people to think in more nuanced ways about groups of people in the world. Practicing probabilistic thinking could be an important part of this, including developing an understanding about probability distributions. It may also be advisable to develop an understanding of the negative social impacts of stereotyping. ",probabilities tendency sum probability refers component judge parts whole less,"['amount', 'coefficient', 'likelihood', 'parts', 'percentage', 'percentages', 'probabilities', 'probability', 'proportion', 'sum', 'sums', 'total']"
Suppressed Evidence Fallacy,Desires,"Suppressed Evidence Fallacy refers to the intentional failure to acknowledge or weigh up significant and relevant information that contradicts one's conclusion. This is also known as cherry picking (because only certain evidence - the information in support of the person's conclusion - is being chosen, while the rest is being suppressed). When someone is employing this fallacy to avoid engaging with a positive behavior or to justify engaging in a negative behavior, it may be worth bringing relevant (and thus far ignored) evidence to the person's attention, if the person is deemed unlikely to know the information and if the backfire risk is judged to be sufficiently low. However, if the person might already be aware of, and/or might be avoiding engaging with this evidence due to an aversion to the implications of that evidence, then it may be better to use a less confrontational and more indirect approach to encouraging them to update their beliefs; in such cases, similar strategies could be helpful here as in response to the Appeal to Consequences fallacy.",weigh suppressed intentional cherry contradicts person's acknowledge picking refers fallacy,"['contradict', 'contradicts', 'disprove', 'evidence', 'ignore', 'misrepresent', 'outweigh', 'refute', 'subjective', 'suppress', 'weigh']"
System Justification,Considers,"System Justification Theory refers to a social psychology theory that posits that people are motivated to desire, maintain and defend the status quo. This bias is motivational in nature (which makes it conceptually distinct from the (cognitive) phenomenon of Status Quo Bias). System Justification appears to be exacerbated under conditions of psychological threat, or when someone's needs are being met by the system they are justifying. To overcome this bias, ask people to consider whether or not they'd press an imaginary ""reset"" button if given the opportunity. For example, if the status quo involves social stigmas or even violence against a minority group, ask people whether they'd be willing to press an imaginary ""reset"" button that completely erases all current prejudices (even if these prejudices might re-develop over time). Defense of the status quo can also occur when people haven't imagined the alternatives vividly enough. For example, calls to ""defund the police"" often cause people to imagine a society in chaos and collapse, and thus to continue funding the police; so opponents of police funding may have to work extra hard to help the public to imagine what a society could look like if less money was spent on policing and more money was spent on education, social services, and healthcare.",posits exacerbated conceptually justifying quo cognitive distinct motivated someone's psychological,"['change', 'construed', 'dec', 'justification', 'justifications', 'justify', 'maintain', 'quo', 'sql', 'status quo', 'subjective', 'supra', 'system', 'une']"
Telescoping Effect in Memory,Maintains,"The Telescoping Effect in Memory refers to both ""backward telescoping,"" which is the perception that recent events occurred long ago (relative to how long ago they actually occurred), and to ""forward telescoping,"" which is the perception that distant events occurred more recently than they did in reality. It is also thought that there are also some events (between backward and forward telescoping) which are just as likely to be displaced backward as forward in time. This effect may interact with the way in which people plan for and implement behavioral changes over the long-term. For example, for behaviors that require regular investments of time and effort to be maintained, forward telescoping might cause someone to underestimate the time that has passed since their most recent investment of time/effort, which might reduce the probability that they will continue investing this time/effort as often as they originally planned to. To reduce the detrimental impacts of this effect, people could be encouraged to make explicit, time-based plans to implement the behavior, and could be encouraged to keep track of when they engage in the behavior. They could also use regular reminders to continue to engage in the next steps they planned (at the intervals that they committed to a priori).",telescoping displaced backward distant perception refers occurred relative forward reality,"['asteroid', 'astronomer', 'astronomers', 'backward', 'comet', 'earlier', 'event', 'flyby', 'forward', 'galaxies', 'lander', 'memory', 'recent', 'remember', 'telescope', 'telescopes', 'time']"
The Accuracy of our Memories of our Emotional Responses,Desires,"It has been noted that humans do not tend to maintain accurate memories of our emotional responses to events. To overcome this bias, ask people (1) to document carefully emotional responses that occur after performing a relevant action and (2) to review their documentation regularly to maintain the accuracy of their memory of the action and their emotional responses.",memories emotional maintain noted accurate humans responses tend events our,"['accuracy', 'adrenaline', 'emotion', 'emotions', 'events', 'feelings', 'grief', 'memories', 'memory', 'remember', 'response', 'subjective', 'tears']"
The Fallacy of Difference,Intends,"The Fallacy of Difference refers to a tendency to attribute the outcome of a situation to the traits that make that situation most unusual. To overcome this bias, encourage statistical thinking. Uncommon traits make a situation anecdotally interesting, of course, but usually a situation results in a certain outcome because of statistically common (not rare) traits.",traits tendency attribute outcome refers fallacy unusual situation difference most,"['behaviors', 'characteristics', 'difference', 'gene', 'genes', 'genetic', 'outcome', 'qualities', 'similarities', 'subjective', 'trait', 'traits', 'unusual']"
Thinking in Categories / Binary Thinking,Desires,"Binary Thinking involves thinking of concepts as being composed of just two options, such as ""good"" or ""bad,"" or ""right"" or ""wrong."" Thinking in Categories, as its name suggests, involves conceptualizing things into simple categories: this can involve more than two categories, but it still represents more simplistic thinking than when people conceptualize a concept as occurring on a continuum (continuum thinking). Ask people to compare extremes within one of their categories as a way of showing that the category is too simple. For example, if they view all exercise as ""hard,"" ask them whether walking for 5 minutes is as difficult as running a marathon. Similarly, for all of the items in all of the categories, sort them along each spectrum from lowest to highest. Also, point out to people that simple categories often represent a conflation or compression of multiple spectra. For example, ""good and bad"" actually includes spectra like intentions (an action can be performed with more or less benevolent motivations), consequences (an action can have more or less beneficial outcomes), context (an action is more or less socially acceptable in certain circumstances), etc.",continuum occurring simplistic composed categories involves concepts involve suggests binary,"['alternatives', 'binaries', 'binary', 'bitmap', 'boolean', 'category', 'continuous', 'correlation', 'deterministic', 'dichotomy', 'filename', 'multiple', 'orthogonal', 'subjective', 'two']"
Thought-Terminating Cliché,Desires,"A Thought-Terminating Cliché refers to a saying that is intended to prevent further thought about a given topic. The cliché itself must be examined and questioned. If the cliché is ""Dear leader knows best,"" then one can ask questions like: Is the leader actually dear to me? Are they the rightful leader? How does the leader know what's best? And does ""best"" mean best for the leader or best for all of us? Against what theory of morality is ""best"" measured? What happens if the leader is incapacitated? Is it impossible for someone else to know better than the leader? What are the leader's incentives? What are the incentives of those who are deploying the cliché?",refers topic prevent intended further saying given thought about that,"['analogy', 'axiom', 'cliche', 'joke', 'maxim', 'metaphor', 'oxymoron', 'prevent', 'proverb', 'refrain', 'stereotype', 'stop', 'terimate', 'thought', 'topic']"
Trait Ascription Bias,Intends,"Trait Ascription Bias refers to a tendency for people to view themselves as relatively variable in terms of personality, behavior and mood, while viewing others as much more predictable. It has been hypothesized that this may arise because our own internal states are directly observable and available to us (which is, of course, not the case for the mental states of others). It might be that this bias encourages positive behavior change, if this increases the degree to which someone considers and plans for the ways in which the behavior change might need to be adapted to the unique peculiarities of their life. On the other hand, this may also limit the degree to which someone thinks that the success of others in the behavior change might also apply to them (e.g., they may reason that, while the behavior [e.g., aerobic exercise] tends to produce positive mood changes in other people, the effects in themselves will be less predictable, owing to their [seemingly] more complex and varying range of affective states). This might decrease the relative desirability of the behavior, or might change the person's perception of the best way to plan for (and to get the required resources for) the behavior. A benevolent helper could point out that other people also have a complex and varied range of internal experiences, and/or could provide other information that might prompt the person to reconsider how they are viewing the situation in question.",hypothesized predictable trait mood observable tendency arise personality bias refers,"['ascribe', 'attitude', 'attitudes', 'behavior', 'behaviors', 'characteristics', 'mood', 'personality', 'stable', 'subjective', 'trait', 'variable']"
Two Wrongs Make a Right Fallacy,Chooses,"The ""Two Wrongs Make a Right"" Fallacy is the fallacious assumption that one moral wrongdoing can be justified by another wrongdoing. To overcome this fallacy, ask people to consider how they'd feel if someone else (or their past or future selves) committed the same two wrongs. For example, imagine that a person failed to go to the gym one day and then thought, ""Well, I failed today, so I might as well have some cake, too!"" Ask the person if they would condone these behaviors if someone else (or a past or future version of themself) was performing them.",wrongdoing wrongs fallacious fallacy justified assumption moral another right two,"['abuses', 'allegations', 'falsified', 'guilt', 'improper', 'irregularities', 'misconduct', 'multiple', 'negligent', 'right', 'violated', 'violations', 'wrong', 'wrongdoing']"
